EPISODE_NUM	EPISODE_NAME	AUTHOR	START_YEAR	END_YEAR	START_CENTURY	END_CENTURY	MAIN_COUNTRY	MAIN_COUNTRY_ALPHA2	MAIN_CITY	COORD_LAT	COORD_LONG	COORD_ID	URL	DESCRIPTION	TAGS	IMG_URL
203	 Bleiben oder gehen? Die Option in Südtirol 1939	Daniel	1939	1939	20	20	Italy	IT					https://www.zeitsprung.fm/podcast/zs203/	Wir springen in das Jahr 1939 und beschäftigen uns diesmal mit Südtirol: Nach dem Hitler-Mussolini-Abkommen im Oktober 1939 mussten sich deutschsprachige Südtiroler und Ladiner bis Ende des Jahres entscheiden, ob sie ins Deutsche Reich auswandern oder in Italien bleiben, wo sie sprachlich und kulturell unterdrückt wurden. Und obwohl ein Großteil optiert hat, sind nur wenige tatsächlich ausgewandert.	Hitler-Mussolini-Abkommen,Italien,Option,Südtirol,Zweiter Weltkrieg	
204	 Obaysch - das viktorianische Nilpferd	Richard			19	19	Great Britain, England	Unknown code					https://www.zeitsprung.fm/podcast/zs204/	Wir springen in dieser Folge in die Mitte des 19. Jahrhunderts. Die relativ neu gegründete Zoological Society in England will ihren Zoo im Regent’s Park um einen Star erweitern. Sie beschließen, dass dieser Star ein Nilpferd sein muss, und mit Hilfe des ägyptischen Machthabers, wird dieses Vorhaben in die Tat umgesetzt.	England,Großbritannien,Kolonialismus,Nilpferde,Zoologie,Zoos	
205	 Die Befreiung von Schloss Itter	Daniel	1945	1945	20	20	France	FR					https://www.zeitsprung.fm/podcast/zs205/	Wir springen in das Jahr 1945 auf Schloss Itter nach Tirol und beschäftigen uns mit einem der letzten Gefechte des Zweiten Weltkriegs in Europa. Das Schloss war ein KZ-Außenlager in dem prominente Gefangene interniert waren. Dazu zählten die wichtigsten politischen Persönlichkeiten Frankreichs der Zwischenkriegszeit: die letzten beiden Premierminister Édouard Daladier und Paul Reynaud sowie die Armeechefs Maxime Weygand und Maurice Gamelin. Außerdem befanden sich unter den Gefangenen Marie-Agnès Cailliau, Schwester von Charles de Gaulles und der spätere Friedensnobelpreisträger Léon Jouhaux.	Außenlager,Daladier,Itter,KZ Dachau,Sonderhäftlinge,Wörgl,Zweiter Weltkrieg	
206	 Von Verliesen & Drachen - ein 3W6 Crossover	Richard											https://www.zeitsprung.fm/podcast/zs206/	In dieser Folge eine Premiere: wir sprechen mit Markus Widmer und Harald Eckmüller vom 3W6 Podcast. Da es bei ihrem Podcast nebst Rollenspielen auch ums Geschichtenerzählen geht, war es nur passend, dass auch sie uns eine Geschichte aus der Geschichte mitgebracht haben.	dnd,Dungeonsanddragons,Spiele	
207	 William Stewart Halsted und die Chirurgie des 19. Jahrhunderts	Richard			19	19	USA	Unknown code					https://www.zeitsprung.fm/podcast/zs207/	Wir springen in dieser Folge in die USA des 19. Jahrhunderts. Protagonist ist ein junger Chirurg, der drauf und dran ist, die gesamte Disziplin und die dafür benötigte Ausbildung zu revolutionieren. Wir unterhalten uns über eine Chirurgie, die zu jener Zeit gerade erst im Begriff ist, zu jener Chirurgie zu  werden, wie wir sie heute kennen.	Chirurgie,Halsted,USA	
208	 Die kleinste Liga der Welt – Eishockey in der DDR	Daniel	1968	1990	20	20							https://www.zeitsprung.fm/podcast/zs208/	Wir springen in dieser Folge nur wenige Jahrzehnte zurück und sprechen über ein Kapitel aus der Geschichte der DDR. Zwischen 1970 und 1990 spielten nur zwei Mannschaften in der Eishockey-Oberliga, der höchsten Spielklasse: SC Dynamo Berlin und SG Dynamo Weißwasser. Bis 1968 hatte Eishockey einen besonderen Status in der DDR aufgrund des gesamtdeutschen Olympiateams, doch mit dem Leistungssportbeschluss von 1969 sollte die Förderung komplett wegfallen. Dass dennoch zwei Mannschaften weitergespielt haben, ist vor allem mit einem Namen verbunden: Erich Mielke, Minister für Staatssicherheit in der DDR.	Berlin,DDR,Dynamo,Eishockey,Mielke,Weißwasser	
209	 Cyriacus und die Erfindung der Archäologie	Richard			15	15	Italy	IT					https://www.zeitsprung.fm/podcast/zs209/	Wir springen in dieser Episode ins 15. Jahrhundert und beschäftigen uns mit Cyriacus: eigentlich ausgebildeter Händler, entdeckt dieser Mann aus Italien bald eine Passion, die ihn bis ans Ende seines Lebens nicht loslassen wird: alte Gebäude, Monumente und Ruinen – kurz: die Überbleibsel längst vergangener Kulturen.	Archäologie,Mittelalter	
210	 Der Kunstfälscher Han van Meegeren	Daniel	1943	1943	20	20	Netherlands	NL					https://www.zeitsprung.fm/podcast/zs210/	Wir springen in die Niederlande und beschäftigen uns mit einem der erfolgreichsten Kunstfälscher des 20. Jahrhunderts: Han van Meegeren. Ihm ist es gelungen, gefälschte Bilder Jan Vermeers an die bedeutendsten Kunstsammlungen der Niederlande zu verkaufen und Millionen damit zu verdienen. 1943 verkaufte er eine seiner Fälschungen an Hermann Göring – was sich nach dem Zweiten Weltkrieg als verhängnisvoll herausstellen sollte. 	Goldenes Zeitalter,Göring,Han van Meegeren,Hitler,Kunst,Kunstfälschung,Kunstgeschichte,Niederlande,Vermeer	
211	 Griechisches Feuer	Richard											https://www.zeitsprung.fm/podcast/zs211/	Wir springen in dieser Folge ins frühe Mittelalter, Ort des Geschehens ist das byzantinische Reich. Bedroht durch die islamische Expansion, wird hier eine Waffe entwickelt, die so noch nie existiert hat und sich als äußerst effektiv gegen ihre bisher übermächtigen Feinde herausstellt.	Byzanz,Mittelalter	
212	 Eine kleine Geschichte der Sternbilder	Daniel			20	20							https://www.zeitsprung.fm/podcast/zs212/	In dieser Folge schauen wir in den Himmel und beschäftigen uns mit Sternbildern – und der Geschichte, wie sie im 20. Jahrhundert festgelegt wurden. Denn heute sind genau 88 Sternbilder am Himmel zu sehen und sie unterscheiden sich grundlegend von ihren historischen Vorbildern. Wir sprechen über die Entstehung und Bedeutung von Sternbildern und über einige, die es nicht in den offiziellen Katalog geschafft haben, wie die Katze oder die Buchdruckerwerkstatt. 	Carte du Ciel,Delporte,Großer Wagen,IAU,Kleiner Wagen,Ptolemäus,Sternbilder	
213	 Tom Morris und eine kleine Geschichte des Golfsports	Richard			19	19							https://www.zeitsprung.fm/podcast/zs213/	Wir springen in dieser Folge ins Schottland des 19. Jahrhunderts. Fokus ist diesmal der Golfsport, der in diesen Gefilden zu jenem Zeitpunkt bereits auf eine lange Tradition zurückblicken kann. Wir sprechen allerdings über jenen Mann, der Golf, so wie wir den Sport heute kennen, maßgeblich geprägt hat. Es geht um Weber, große Erfolge und eine große Tragödie.	Golf,Sport,St. Andrews,Tom Morris	
214	 Hedy Lamarr – Hollywoodstar und Erfinderin	Daniel	1930	1930	20	20	USA	Unknown code					https://www.zeitsprung.fm/podcast/zs214/	Wir springen in die USA während des Zweiten Weltkriegs und beschäftigen uns mit dem Leben einer der bekanntesten Schauspielerinnen zu der Zeit: Die Wienerin Hedy Lamarr hatte bereits einen internationalen Filmskandal ausgelöst und eine Ehe mit einem der größten Waffenhändler Europas, Fritz Mandl, hinter sich, als sie Ende der 1930er-Jahre von Louis B. Mayer vom Hollywood-Studio MGM unter Vertrag genommen wurde.	Bluetooth,Frequenzsprungverfahren,George Antheil,Hedy Lamarr,Hollywood	
215	 Wojtek, polnischer Soldatenbär	Richard					Poland, Iran	Unknown code, PL					https://www.zeitsprung.fm/podcast/zs215/	Unsere Geschichte nimmt diesmal ihren Anfang im Iran, wo Soldaten des neu gegründeten 2. polnischen Korps einen nur wenige Monate alten Bären kaufen und ihn in ihre Division aufnehmen. Wir sprechen in dieser Folge über Wojtek, der den Soldaten nicht nur als Maskottchen dienen wird, sondern sogar bei einer der längsten Schlachten des 2. Weltkriegs ganz vorne mit dabei sein wird.	Bären,Polen,tiere,Zweiter Weltkrieg	
216	 Napoleon II. – Vom König von Rom zum Herzog von Reichstadt	Daniel					France, St. Helena	Unknown code, FR					https://www.zeitsprung.fm/podcast/zs216/	Napoleon Bonaparte zählt zu den bekanntesten Persönlichkeiten der Geschichte. Nach seinem Tod auf St. Helena kam einige Jahrzehnte später mit Napoleon III. sein Neffe an die Macht in Frankreich. Aber was ist eigentlich mit Napoleon II.? In dieser Folge sprechen wir über das Leben des designierten Thronfolgers, der als König von Rom auf die Welt kam – zu einer Zeit, als sein Vater auf dem Höhepunkt seiner Macht war und Europa dominiert hat.	Aiglon,Frankreich,Herzog von Parma,König von Rom,Marie-Louise,Metternich,Napoleon,Schönbrunn	
217	 Wie Joseph Haydn den Kopf verlor	Richard			19	19							https://www.zeitsprung.fm/podcast/zs217/	Wir springen in dieser Folge ins Wien des 19. Jahrhunderts. Der weltberühmte Komponist Joseph Haydn ist gestorben, doch seine Totenruhe wird durch Anhänger einer neuen wissenschaftlichen Disziplin empfindlichst gestört.	Haydn,Kriminalgeschichte,Musik,Phrenologie	
218	 Die Pazzi-Verschwörung und der Aufstieg der Medici	Daniel	1478	1478	15	15							https://www.zeitsprung.fm/podcast/zs218/	Am 26. April 1478 sollten die beiden mächtigsten Männer in Florenz während eines Gottesdienstes umgebracht werden: die Brüder Lorenzo de’ Medici und Giuliano di Piero de’ Medici. Giuliano wird bei dem Angriff getötet, Lorenzo kann in die Sakristei flüchten und überlebt leicht verletzt. Die Pazzi-Verschwörung, oder das April-Komplott, war ein Wendepunkt in der Geschichte der Medici – einer der mächtigsten und reichsten Familien der Renaissance. 	Florenz,Francesco de’ Pazzi,Giuliano di Piero de’ Medici,Kirchenstaat,Lorenzo il Magnifico,Medici,Papst,Salviati	
219	 Die Kotze-Affäre	Richard	1891	1891	19	19	Germany	DE					https://www.zeitsprung.fm/podcast/zs219/	Wir springen in dieser Folge an den kaiserlichen Hof im Deutschland des 19. Jahrhunderts. An einem Tag im Jänner des Jahres 1891 vergnügt sich eine Gruppe Adliger auf einer Schlittenfahrt, die schließlich in einer Feierlichkeit, die etwas außer Rand und Band gerät, endet. Was danach passiert, wird die folgenden Jahre Gegenstand erbitterter Streitigkeiten, Gerichtsverfahren und schließlich auch dreier Duelle sein, an deren Ende ein Todesfall zu beklagen ist.	Deutschland,kaiserhof,Neuzeit,sex,skandal	
220	 Eine kurze Geschichte der Rohrpost	Daniel	1900	1900	20	20							https://www.zeitsprung.fm/podcast/zs220/	Wir beschäftigen uns in dieser Folge mit einer Technik, die in den Großstädten um 1900 weit verbreitet war: die Rohrpost. Über Rohrsysteme, die hunderte Kilometer lang waren, wurden kleine Büchsen von Postamt zu Postamt verschickt und so war es möglich, Briefe innerhalb von nur 2 Stunden zuzustellen. Heute findet sich die Technik nur noch in viel kleinerem Maßstab – als Hausrohrpost in Gebäuden. 	Atmosphärische Eisenbahn,Auguste Crespin,Beach Pneumatic Subway,Franz Ritter von Felbinger,Großrohrpost,Pneumatik,Pneumatischer Telegraf,Rohrpost,Stadtrohrpost	
221	 Hans Staden - ein Landsknecht bei den Menschenfressern	Richard			16	16	Brazil	BR					https://www.zeitsprung.fm/podcast/zs221/	Wir springen in dieser Folge ins 16. Jahrhundert. Hans Staden, gebürtiger Hesse und Landsknecht, wird Teil einer spanischen Expedition nach Brasilien. Kurz nach seiner Ankunft wird er von Mitgliedern des dort ansässigen Stammes der Tupinambá gefangen genommen.	Brasilien,Kolonialismus,Landsknechte,Menschenfresser	
222	 Das Voynich-Manuskript	Daniel											https://www.zeitsprung.fm/podcast/zs222/	Kaum ein überlieferter Text übt eine derartige Faszination aus wie das Voynich-Manuskript. Zwar gibt es jede Menge Theorien, was es mit dem Manuskript auf sich hat, aber eine Lösung ist derzeit nicht in Sicht. Handelt es sich um einen Hoax? Ist der Text in einer unbekannten Sprache verfasst oder auf eine uns unbekannte Art und Weise verschlüsselt?	Computerlinguistik,Entropie,Jürgen Hermes,Kryptographie,Voynich-Manuskript	
223	 Ramen und die Transformation Japans	Richard					Japan	JP					https://www.zeitsprung.fm/podcast/zs223/	Wir springen in dieser Folge nach Japan um uns mit einem seiner wichtigsten Gerichte auseinanderzusetzen: Ramen. Wir sprechen über den Ursprung der Speise, aber auch darüber, warum sie eigentlich so beliebt wurde und was das mit der Transformation Japans in eine Wirtschaftsmacht zu tun hat.	Japan,Kulinarik,Ramen	
224	 Die Balmis-Expedition und eine kurze Geschichte der Pockenimpfung	Daniel	1798	1803	18	19	Spain	ES					https://www.zeitsprung.fm/podcast/zs224/	Wir springen an den Anfang des 19. Jahrhunderts und beschäftigen uns mit der Geschichte der Pockenimpfung. Nachdem Edward Jenner die Impfung gegen eine der tödlichsten Krankheiten der Menschheitsgeschichte 1798 entwickelt, verbreitet sich das Wissen um die Impfung rasch in großen Teilen der Welt. Und der spanische König Karl IV. ordnet an, dass die Menschen in Spanien und den Kolonien in den Amerikas geimpft werden sollten. Und so startet 1803 die erste große (fast weltweite) Impfaktion der Geschichte: die Balmis-Expedition oder die Real Expedición Filantrópica de la Vacuna.	Balmis,Impfung,Pocken,Variolation	
225	 Die Rundfahrt der Schlachtfelder	Richard	1919	1919	20	20	France	FR					https://www.zeitsprung.fm/podcast/zs225/	Wir springen nach Frankreich, ins Jahr 1919. Der Erste Weltkrieg ist erst seit einigen Monaten vorbei, als die Tageszeitung “Le Petit Journal” beschließt, ein Radrennen zu veranstalten. Allerdings kein herkömmliches, sondern eines entlang der Schlachtfelder des Ersten Weltkriegs.	1. Weltkrieg,Frankreich,Radrennen,Radrennsport	
226	 Der Untergang der Batavia	Daniel	1628	1628	17	17	Australia, Iceland	AU, IS					https://www.zeitsprung.fm/podcast/zs226/	Wir springen in dieser Folge etwa 400 Jahre zurück und beschäftigen uns mit einem Schiffsunglück und seinen Folgen: Im Oktober 1628 sticht ein neues, riesiges Schiff der Niederländischen Ostindien-Kompanie in See und macht sich auf den Weg nach Java. Dort wird das Schiff aber niemals ankommen, weil es vor Australien auf ein Riff läuft und untergeht. 	Batavia,Beacon Island,Jeronimus Cornelisz,VOC	
227	 Die unsterbliche Henrietta Lacks	Richard			20	20							https://www.zeitsprung.fm/podcast/zs227/	Wir springen in dieser Folge in die Mitte des 20. Jahrhunderts. Im Zuge der Behandlung eines bösartigen Tumors wird einer Frau namens Henrietta Lacks im Johns Hopkins Krankenhaus in Baltimore Gewebe entnommen. Damit beginnt eine wissenschaftliche Erfolgsgeschichte, die ihresgleichen sucht. Allerdings ist es nicht nur eine Geschichte des wissenschaftlichen Triumphes, sondern auch eine Geschiche zweifelhafter wissenschaftlicher Praxis.	krebs,medizin,Wissenschaft,zellen	
228	 Berliner Blau – die Erfindung einer Farbe	Daniel	1706	1706	18	18							https://www.zeitsprung.fm/podcast/zs228/	Wir springen nach Berlin in ein alchemistisches Labor im Jahr 1706: Bei der Herstellung von Florentiner Lack färbt sich das Gemisch überraschend tiefblau statt rot. Johann Jacob von Diesbach und der Johann Conrad Dippel haben aus Versehen das erste moderne, künstliche Pigment hergestellt: das Berliner Blau. Auch bekannt als Prussian Blue oder Eisenblau.	Alchemie,Berliner Blau,Blau,Diesbach,Dippel,Eisenblau,Preußisch Blau	
229	 Elisabeth Báthory, die (angebliche) Blutgräfin	Richard	1610	1610	17	17	Hungary	HU					https://www.zeitsprung.fm/podcast/zs229/	Wir springen in dieser Folge ins frühe 17. Jahrhundert. Protagonistin ist die einflussreiche ungarische Gräfin Elisabeth Báthory, die im Jahr 1610 vom Vizekönig Ungarns festgenommen wird. Vorgeworfen werden ihr beinahe unbeschreibbare Grausamkeiten und eine Vielzahl an Morden.	Neuzeit,Prozesse,Ungarn,Vampirismus	
230	 Die Tendaguru-Expedition und das größte Dinosaurierskelett der Welt	Daniel	1909	1913	20	20	Tanzania	Unknown code					https://www.zeitsprung.fm/podcast/zs230/	Wir springen an den Anfang des 20. Jahrhunderts und beschäftigen uns mit einer Expedition: Am Tendaguru im heutigen Tansania – zu der Zeit Deutsch Ostafrika – wird eine riesige Lagerstätte mit Dinosaurier-Fossilien entdeckt. Von 1909 bis 1913 werden 225 Tonnen Material ausgegraben und nach Berlin ins Naturkundemuseum verschifft. 	Brachiosaurus,Dinosaurier,Expedition,Giraffatitan,Naturkundemuseum Berlin,Tendaguru	
231	 Die Große Enttäuschung von 1844	Richard	1844	1844	19	19	USA	Unknown code					https://www.zeitsprung.fm/podcast/zs231/	Wir springen in dieser Folge in die USA des 19. Jahrhunderts. William Miller, Bauer und Laienprediger, stellt nach intensivem Studium des Neuen Testaments eine Theorie auf. Eine Theorie, die ihm für einige Jahre eine nicht ganz geringe Anhängerschaft bringen wird. Doch die Bewegung hat ein Ablaufdatum, und sie wird schließlich in einem Ereignis enden, das in die Geschichte als The Great Disappointment of 1844, also die Große Enttäuschung von 1844 eingehen wird.	Millerism,Religion,Religionsgeschichte	
232	 Ein Mordfall und das umfangreichste Wörterbuch der englischen Sprache	Daniel	1850	1850	19	19	England	Unknown code					https://www.zeitsprung.fm/podcast/zs232/	Wir springen in das viktorianische England, wo in den 1850er-Jahre ein Projekt gestartet wurde, dessen Anspruch nicht größer sein konnte: Für ein neues Wörterbuch sollte nicht nur jedes Wort der englischen Sprache erfasst werden, sondern auch seine Geschichte und unterschiedlichen Bedeutungen mit Zitaten belegt werden. 70 Jahre sollte es schließlich dauern, bis die erste vollständige Ausgabe des „New English Dictionary on Historical Principles“ erschien. Bis heute ist es das umfangreichste Wörterbuch in englischer Sprache, bekannt als Oxford English Dictionary.	George Merritt,James Murray,OED,Oxford English Dictionary,Richard Chenevix Trench,Samuel Johnson,William Chester Minor	
233	 Norton I., Kaiser der USA	Richard	1852	1852	19	19	USA	Unknown code					https://www.zeitsprung.fm/podcast/zs233/	Wir springen diese Woche ins San Francisco des 19. Jahrhunderts. Joshua Norton, Kind schottischer Eltern, aufgewachsen in der Kapkolonie, schafft es dort mit gutem wirtschaftlichem Gespür zu rechtem Wohlstand. Doch all das ändert sich schlagartig im Jahr 1852, als ein Ereignis nicht nur Nortons wirtschaftlichen Status verändern wird.	Kaiser,San Francisco,USA	
234	 Das bekannteste Parfüm der Welt und seine russische Vorgeschichte	Daniel	1920	1920	20	20	France, Russia	Unknown code, FR					https://www.zeitsprung.fm/podcast/zs234/	Wir springen nach Russland an den Anfang des 20. Jahrhunderts: Ernest Beaux kreiert für den russischen Zarenhof zum 300-jährigen Thronjubiläum der Romanows ein Parfüm. Und wie sich herausstellt, wird es zur Grundlage für das bekannteste Parfüm der Welt: Denn aufgrund des Ersten Weltkriegs und der Oktoberrevolution in Russland kehrt Beaux zurück nach Frankreich, wo er in Grasse, der Welthauptstadt des Parfüms, seinen Duft weiterentwickelt und 1920 auf Coco Chanel trifft. 	Auguste Michel,Chanel Nº 5,Ernest Beaux,Krasnaja Moskwa,Parfüm,Rallet,Rotes Moskau	
235	 Die Quarzkrise	Richard			20	20	Switzerland	CH					https://www.zeitsprung.fm/podcast/zs235/	Wir springen in dieser Folge mitten ins 20. Jahrhundert. Schauplatz ist die Schweiz, wo seit Jahrzehnten eine Industrie den Weltmarkt beherrscht: die Uhrenindustrie.	Asien,Quarzuhren,Schweiz,Seiko,Uhren,Wirtschaft	
236	 Monopoly – Die Geschichte eines Brettspiels	Daniel	1904	1904	20	20	USA	Unknown code					https://www.zeitsprung.fm/podcast/zs236/	Wir springen ins Jahr 1904 in die USA. Elizabeth Magie bekommt ein Patent für das Brettspiel „The Landlord’s Game“, mit dem sie nicht nur den Kapitalismus ihrer Zeit kritisiert, sondern auch eine andere Wirtschafts- und Gesellschaftstheorie verbreiten möchte: Das Single-Tax-Prinzip nach Henry George. 	Atlantic City,Charles Darrow,Das Kaufmännische Talent,DKT,Elizabeth Magie,Henry George,Monopoly,Parker Brothers,Quäker,Single Tax,The Landlords Game	
237	 Friedrich Anton Mesmer und der Animalische Magnetismus	Richard	1778	1778	18	18							https://www.zeitsprung.fm/podcast/zs237/	Wir springen in dieser Folge ins 18. Jahrhundert. Es ist das Jahr 1778 und der Wiener Arzt Friedrich Anton Mesmer lässt sich in Paris nieder, um dort eine Praxis zu eröffnen. Schnell zieht er jedoch die Skepsis der etablierten Mediziner des Landes auf sich, denn er erfreut sich schnell großer Beliebtheit, doch seine Behandlungsmethoden sind mehr als außergewöhnlich.	Hypnose,medizin	
238	 Kurze Geschichten ausgestorbener Berufe	Daniel											https://www.zeitsprung.fm/podcast/zs238/	Wir beschäftigen uns in dieser Folge nicht mit einer Geschichte, sondern gleich mit vier Geschichten. Es geht um kuriose, historische Berufe, die es heute nicht mehr gibt: Eine Familie, die die korrekte Uhrzeit verkauft hat; Menschen, die „Planeten“ in einem Bauchladen von Mäusen oder Papageien an Kundinnen und Kunden übergeben haben; Soldaten, die auf der Suche nach Kaffee waren; und Personen, die als bezahlte Eremiten in den Parkanlagen Adliger gelebt haben.		
239	 Die Zabern-Affäre	Richard	1913	1913	20	20							https://www.zeitsprung.fm/podcast/zs239/	Wir springen in dieser Folge an den Anfang des 20. Jahrhunderts. In der kleinen Stadt Zabern im Elsass – das zu jenem Zeitpunkt gerade erst seit knapp zwei Jahren volles Mitglied des deutschen Kaiserreichs ist – sorgen im Oktober 1913 die Aussagen eines jungen deutschen Soldaten für Aufruhr. Schnell schaukelt sich die Sache zu einer veritablen innenpolitischen Krise hoch, die sich als symptomatisch für das militarisierte Kaisertum Wilhelms II. herausstellen wird.	Elsass,Kaiserreich,Militär	
240	 René Blondlot und die Entdeckung der N-Strahlen	Daniel	1903	1903	20	20							https://www.zeitsprung.fm/podcast/zs240/	Wir springen in das Jahr 1903 und beschäftigen uns mit einer wissenschaftlichen Entdeckung: Der französische Physiker René Blondlot beobachtete bei Experimenten mit Röntgenstrahlen, dass sich die Helligkeit einer Lichtquelle veränderte. Er erklärte das mit einer neuen Art von Strahlung, die er zu Ehren der Universität in Nancy N-Strahlen nannte. 		
241	 General Königsmarck und der größte Kunstraub aller Zeiten	Richard	1648	1648	17	17	Sweden	SE					https://www.zeitsprung.fm/podcast/zs241/	Wir springen in dieser Folge in den Sommer des Jahres 1648. Während in Osnabrück und Münster noch die finalen Verträge des Westfälischen Friedens vorbereitet werden, um damit den Dreißigjährigen Krieg zu beenden, macht sich der schwedische General Königsmarck vor Prag daran, die Stadt einzunehmen.	Böhmen,Königin Christina,Kunst,Kunstraub,Prag,Rudolf II.,Schweden	
242	 Eine kurze Geschichte der Olympischen Spiele (der Neuzeit)	Daniel	1912	1912	19	20							https://www.zeitsprung.fm/podcast/zs242/	Wir springen ans Ende des 19. Jahrhunderts und beschäftigen uns mit den Anfängen der Olympischen Spiele der Neuzeit. Ein Projekt, das maßgeblich vom französischen Baron Pierre de Coubertin vorangetrieben wurde – der nicht nur das IOC mitgegründet, sondern als IOC-Präsident auch eine Goldmedaille für Literatur bei den Olympischen Spielen 1912 in Stockholm bekommen hat. 		
243	 Aeneas Coffey und eine kleine Geschichte des irischen Whiskeys	Richard	1831	1831	19	19	Ireland	IE					https://www.zeitsprung.fm/podcast/zs243/	Wir springen in dieser Woche ins Irland des 19. Jahrhunderts, wo der Steuerbeamte Aeneas Coffey im Jahr 1831 ein Patent anmeldet, das die zu jener Zeit florierende irische Whiskeyindustrie für immer verändern sollte.	Aeneas Coffey,Irland,Whiskey	
244	 Die Mühle von Auriol und warum ihre Zerstörung eine Besetzung Frankreichs verhindert hat	Daniel	1519	1519	16	16							https://www.zeitsprung.fm/podcast/zs244/	Wir springen zum Ausgang des Mittelalters ins frühe 16. Jahrhundert. Der französische König Franz I. sieht seine Monarchie umringt von den Habsburgern unter Karl V., seit 1519 Kaiser des Heiligen Römischen Reichs. Es beginnt eine Reihe von Konflikten zwischen den beiden Monarchien um die Vorherrschaft in Westeuropa. 		
245	 Operation Paul Bunyan	Richard	1976	1976	20	20							https://www.zeitsprung.fm/podcast/zs245/	Wir springen in dieser Folge ins Jahr 1976. In der sogenannten DMZ – der demilitarisierten Zone zwischen Nord- und Südkorea – eskaliert die Beschneidung eines Baumes mit tragischem Ausgang. Allerdings bleibt es nicht dabei, denn die darauffolgende Aktion – Operation Paul Bunyan – hat Potential den Begriff der Eskalation neu zu definieren.	DMZ,Nordkorea,Paul Bunyan,Südkorea	
246	 John Law und die Mississippi-Blase	Daniel	1715	1715	18	18							https://www.zeitsprung.fm/podcast/zs246/	Nach dem Tod des Sonnenkönigs, Ludwig XIV., 1715 muss sich sein Nachfolger dringend um den hochverschuldeten Staatshaushalt kümmern. Der Regent, Herzog von Orléans, bringt dafür John Law ins Spiel. Ein Schotte, der sein Geld mit Glücksspiel verdiente und aus einem englischen Gefängnis geflüchtet war, weil er bei einem Duell sein Gegenüber getötet hatte.		
247	 Der Emu Krieg von 1932	Richard	1932	1932	20	20	Australia	AU					https://www.zeitsprung.fm/podcast/zs247/	Wir springen in dieser Folge ins Jahr 1932, der Ort des Geschehens ist Westaustralien. Die im Rahmen eines Regierungsprogrammes dort angesiedelten Veteranen des 1. Weltkrieges haben neben den Auswirkungen der Weltwirtschaftskrise mit einem tierischen Problem zu kämpfen: Emus. Um das Problem in den Griff zu bekommen, beschließen die Veteranen die Regierung um Hilfe zu bitten. Was folgt ist einer der wohl kuriosesten militärischen Einsätze der Geschichte.	Australien,Emu,Krieg	
248	 Der Venustransit von 1761/69 und das erste wissenschaftliche Großprojekt	Daniel	1761	1761	18	18	India	IN					https://www.zeitsprung.fm/podcast/zs248/	Im Jahr 1761 fand eines der seltensten vorhersehbaren Ereignisse der Astronomie statt: Ein Venustransit. Das Ereignis wollten die bekanntesten Astronomen ihrer Zeit nutzen, um unser Planetensystem zu vermessen und den Abstand der Erde von der Sonne zu bestimmen. Zahlreiche astronomische Expeditionen starteten daraufhin in alle Himmelsrichtungen und nutzten die kolonialen Handelsrouten. Als erster zog der französische Astronom Guillaume Le Gentil los, um den Transit in Indien zu beobachten – doch für ihn kam es anders als geplant. 		
249	 Das Malireich und die Pilgerreise des vielleicht reichsten Mannes der Geschichte	Richard			14	14	Mali	ML					https://www.zeitsprung.fm/podcast/zs249/	Wir springen in dieser Folge ins Mittelalter. Allerdings nicht wie so oft ins europäische, sondern ins afrikanische Mittelalter. Im westafrikanischen Malireich regiert im 14. Jahrhundert Mansa Musa, und wir sprechen über ihn, sein Reich und seine Pilgerreise nach Mekka, die weitreichende Folgen haben sollte.	Afrika,Mali,Mittelalter	
250	 Eine kurze Geschichte der Bluttransfusion	Daniel											https://www.zeitsprung.fm/podcast/zs250/	Hier ist sie, die 250. Folge Zeitsprung! Seit 250 Wochen podcasten wir nun schon ohne Pause und erzählen uns Geschichten aus der Geschichte. Wir freuen uns, dass wir bis hierhin gekommen sind! Aber ohne euch, wäre das nicht passiert: Ein großer Dank an alle, die uns Zuhören, Feedback geben, kommentieren, Themenvorschläge schicken oder uns finanziell unterstützen! Aber Jubiläum hin oder her, wir sind ja zusammengekommen, um Geschichten zu erzählen und das machen wir daher auch in dieser Woche, so wie das hier üblich ist.		
251	 Der Schachtürke	Richard			18	18							https://www.zeitsprung.fm/podcast/zs251/	Wir springen diesmal in die 2. Hälfte des 18. Jahrhunderts. Automaten, also mechanische Konstrukte, die selbständig jene Dinge tun, die eigentlich lebenden Wesen vorbehalten waren, sind gerade der große Renner. Und auch in Wien konstruiert der Beamte Wolfgang von Kempelen einen solchen Automaten um die Kaiserin zu beeindrucken.	Automaten,Kempelen,London,Paris,Schachtürke,Wien	
252	 Harvard Computers – Wie Astronominnen die Sterne neu sortierten	Daniel					USA	Unknown code					https://www.zeitsprung.fm/podcast/zs252/	Wir springen in dieser Folge nach Harvard in die USA an die Sternwarte, das Harvard College Observatory. Der langjährige Direktor dort, Edward Pickering, setzte auf eine neue Technik, mit der in der Astronomie eine neue Ära eingeläutet wurde: die Fotografie. Die Auswertung der vielen Fotoplatten übernahm eine Gruppe Frauen, die heute als Harvard Computers bekannt ist. Diese Pionierinnen haben wegweisende Arbeiten gemacht und die Astrophysik auf ein neues Level gehoben, in einer Zeit, in der Frauen die wissenschaftliche Anerkennung verwehrt wurde. 		
